"","n","target_corr_kendall","distribution_1","distribution_2","inv_cdf_type","copula_type","tv_val_1","tv_val_2","ks_stat_1","ks_stat_2","cvm_stat_1","cvm_stat_2","smoothness_1","smoothness_2"
"D...16313",1000,1,"exponential","mixture2","quantile_7","gaussian",0.0330699999999999,0.0648299999999999,0.0340199999999784,0.0616600000000462,0.166938095433334,1.03902186363333,0.0618258173656234,0.0406898561819122
"D...16314",1000,1,"exponential","mixture2","quantile_7","t",0.03269,0.0277500000000001,0.039029999999998,0.0284700000000251,0.252959033033333,0.108393023433333,0.0335156502295529,0.0242953958471785
"D...16315",1000,1,"exponential","mixture2","quantile_8","gaussian",0.04146,0.03318,0.041639999999988,0.0337399999999773,0.277021141733333,0.265663673333334,0.0402985043618608,0.017060141702401
"D...16316",1000,1,"exponential","mixture2","quantile_8","t",0.04734,0.03599,0.0475099999999923,0.036729999999987,0.450985462133333,0.224803992433333,0.0219686689523953,0.0330041002162022
"D...16317",1000,1,"exponential","mixture2","poly","gaussian",0.0388999999999999,0.02658,0.0400199999999974,0.0301700000000168,0.462299466033333,0.111116412133333,0.0146405925083659,0.00899033940861633
"D...16318",1000,1,"exponential","mixture2","poly","t",0.03613,0.03196,0.0356400000000175,0.0319400000000253,0.231704150033333,0.175065048633333,0.0143563492992511,0.00807721011579791
"D...16319",1000,1,"exponential","mixture2","akima","gaussian",0.0286,0.02874,0.0258099999999933,0.0305200000000139,0.109244708933333,0.180299167533333,0.0730211981405444,0.0411857067335051
"D...16320",1000,1,"exponential","mixture2","akima","t",0.02454,0.03678,0.0232400000000076,0.034630000000009,0.0729522217333333,0.273559232033333,0.0471908069612469,0.0283364576870254
"D...16321",1000,1,"uniform","normal","quantile_1","gaussian",0.03509,0.02828,0.036060000000006,0.0301099999999769,0.151629706533333,0.164282168633333,0.00099953666469453,0.011973671874069
"D...16322",1000,1,"uniform","normal","quantile_1","t",0.03333,0.0461799999999999,0.0342899999999727,0.0436299999999919,0.172823759633333,0.330538643133333,0.000971720007960328,0.0179818852718419
"D...16323",1000,1,"uniform","normal","quantile_4","gaussian",0.03293,0.02547,0.0321199999999856,0.0288699999999826,0.231082839533333,0.128164222833333,0.000800965620102641,0.0280333829220895
"D...16324",1000,1,"uniform","normal","quantile_4","t",0.0269,0.04706,0.0244399999999982,0.0479700000000062,0.117784460233333,0.587973740633334,0.000791099570078871,0.0327802206373136
"D...16325",1000,1,"uniform","normal","quantile_7","gaussian",0.0694,0.03733,0.0661899999999447,0.0373100000000075,1.43398515343333,0.311904440833333,0.000969795654099243,0.017191295321292
"D...16326",1000,1,"uniform","normal","quantile_7","t",0.05316,0.0368700000000001,0.0525099999999804,0.0398900000000155,0.468794123233333,0.250541015333333,0.000992781159486903,0.0357027661581959
"D...16327",1000,1,"uniform","normal","quantile_8","gaussian",0.01914,0.03341,0.0196399999999776,0.035300000000014,0.0733874385333334,0.267235847133333,0.000813330759774526,0.0192967338266883
"D...16328",1000,1,"uniform","normal","quantile_8","t",0.03889,0.04451,0.0374300000000043,0.0445600000000004,0.335551814033333,0.243337012833333,0.000813524707889935,0.0131201467119845
"D...16329",1000,1,"uniform","normal","poly","gaussian",0.0223199999999999,0.03297,0.02131999999997,0.0319500000000126,0.133385085033333,0.237196786033333,0.000101603116805933,0.00547712936980082
"D...16330",1000,1,"uniform","normal","poly","t",0.02353,0.0412800000000001,0.0196799999999862,0.0413499999999972,0.0596166973333333,0.292853063433333,0.000166551833380676,0.00636017146896389
"D...16331",1000,1,"uniform","normal","akima","gaussian",0.04212,0.05197,0.0423700000000137,0.0538600000000763,0.360304989433333,0.692322811733334,0.000880364917962438,0.014680378369421
"D...16332",1000,1,"uniform","normal","akima","t",0.0376299999999999,0.05414,0.0360900000000177,0.0512600000000565,0.180470608133333,0.707814257533334,0.00087573849590541,0.0195263312729569
"D...16333",1000,1,"uniform","exponential","quantile_1","gaussian",0.0555100000000001,0.0397,0.0532300000001316,0.0385100000000103,1.31541517453333,0.264263590933333,0.000995395348486932,0.0656812151189014
"D...16334",1000,1,"uniform","exponential","quantile_1","t",0.02898,0.03998,0.0297700000000186,0.0412500000000129,0.173449847333333,0.340131707833333,0.000996904001245498,0.0491057228064326
"D...16335",1000,1,"uniform","exponential","quantile_4","gaussian",0.03235,0.02211,0.0329499999999889,0.0244000000000128,0.157910158833333,0.0787008943333333,0.000819760719149351,0.0467647385010278
"D...16336",1000,1,"uniform","exponential","quantile_4","t",0.02988,0.03153,0.0271699999999904,0.0302500000000206,0.0840530964333335,0.123872819533333,0.000822288935773946,0.0286588918335347
"D...16337",1000,1,"uniform","exponential","quantile_7","gaussian",0.05598,0.06126,0.0597300000000244,0.0604500000000448,0.580913729133333,0.763324136033336,0.000987121303167117,0.0420064138586008
"D...16338",1000,1,"uniform","exponential","quantile_7","t",0.043,0.03888,0.0424300000000027,0.0375500000000054,0.573264438433332,0.309911688633334,0.000983700152505668,0.0383452590244198
"D...16339",1000,1,"uniform","exponential","quantile_8","gaussian",0.02502,0.03184,0.0264400000000074,0.0377199999999964,0.0804606122333333,0.292664145633333,0.000798813740976094,0.0254124906377043
"D...16340",1000,1,"uniform","exponential","quantile_8","t",0.0358,0.02705,0.0332700000000069,0.028699999999978,0.187938736933333,0.114771373333333,0.000791387958825681,0.0540889647038235
"D...16341",1000,1,"uniform","exponential","poly","gaussian",0.04557,0.0529999999999999,0.045819999999968,0.0551799999999366,0.412108077533334,0.729444092333333,0.000101255835005861,0.0141876955909345
"D...16342",1000,1,"uniform","exponential","poly","t",0.03976,0.05161,0.0408799999999926,0.050929999999996,0.228742833933333,0.458602466033333,0.0000985675602281074,0.0137949240268126
"D...16343",1000,1,"uniform","exponential","akima","gaussian",0.02788,0.033,0.0263599999999783,0.0301599999999941,0.174145957233333,0.130816272433334,0.000846302545536706,0.0253251242259862
"D...16344",1000,1,"uniform","exponential","akima","t",0.02728,0.03407,0.0235300000000049,0.0331099999999921,0.132842756333333,0.217446931833334,0.000886514036585617,0.087951598561871
"D...16345",1000,1,"uniform","uniform","quantile_1","gaussian",0.03466,0.0462,0.0361399999999959,0.0436499999999981,0.192324409433333,0.209643035533333,0.00100350450188785,0.000984779240356916
"D...16346",1000,1,"uniform","uniform","quantile_1","t",0.03272,0.04024,0.0312399999999956,0.0395900000000008,0.168188706133333,0.261424849333333,0.00101111855192465,0.000969030525341867
"D...16347",1000,1,"uniform","uniform","quantile_4","gaussian",0.0523399999999999,0.0664,0.0522899999999145,0.0664899999999122,0.995813224133333,1.29899510083333,0.000822134587982808,0.000823074693687316
"D...16348",1000,1,"uniform","uniform","quantile_4","t",0.0369700000000001,0.0293100000000001,0.0369200000000187,0.0270599999999842,0.249812099233334,0.121040428833333,0.00077040833041576,0.000822203276156053
"D...16349",1000,1,"uniform","uniform","quantile_7","gaussian",0.04254,0.0261400000000001,0.0399500000000047,0.0259300000000103,0.145314271133333,0.149386541433333,0.000986403713063866,0.00099351552012222
"D...16350",1000,1,"uniform","uniform","quantile_7","t",0.07104,0.02284,0.0702899999999709,0.0248999999999782,1.12999460623333,0.149824433233333,0.00100610594849624,0.000992665739585065
"D...16351",1000,1,"uniform","uniform","quantile_8","gaussian",0.04373,0.04894,0.0458899999999987,0.0468600000000057,0.320380516833334,0.619715226133333,0.000785367222094717,0.000798459683786075
"D...16352",1000,1,"uniform","uniform","quantile_8","t",0.0266799999999999,0.06092,0.0235099999999842,0.0575200000000472,0.0974543428333336,1.33756041903333,0.000753788250893864,0.000769304110161975
"D...16353",1000,1,"uniform","uniform","poly","gaussian",0.03465,0.0241,0.0319199999999953,0.0236699999999909,0.222113952433334,0.0744704568333334,0.000115105357794672,0.000127852617264346
"D...16354",1000,1,"uniform","uniform","poly","t",0.04041,0.04821,0.040710000000001,0.0504099999999795,0.203347349733333,0.788555514933332,0.00010481835995436,0.000140088143715606
"D...16355",1000,1,"uniform","uniform","akima","gaussian",0.0401,0.03062,0.0342399999999851,0.0298500000000212,0.242850067433333,0.151971400233333,0.000933124720912182,0.000859144558145487
"D...16356",1000,1,"uniform","uniform","akima","t",0.03808,0.03404,0.0354199999999881,0.0352099999999922,0.186728957033333,0.261691080133333,0.000896049310582213,0.000912791977190487
"D...16357",1000,1,"uniform","log_normal","quantile_1","gaussian",0.0280699999999999,0.02665,0.0335199999999844,0.0257699999999722,0.146763410733333,0.0838177061333333,0.000974417532548905,0.090366594131151
"D...16358",1000,1,"uniform","log_normal","quantile_1","t",0.07298,0.04475,0.07397000000004,0.0445299999999911,1.26174461943333,0.380233413333334,0.00102807466261083,0.253555628632598
"D...16359",1000,1,"uniform","log_normal","quantile_4","gaussian",0.03542,0.02449,0.0375400000000313,0.0238200000000075,0.284430494433334,0.0901855172333334,0.000793249287960834,0.662981619495687
"D...16360",1000,1,"uniform","log_normal","quantile_4","t",0.0448999999999999,0.04348,0.0441399999999882,0.0451699999999957,0.414910567733333,0.314579646133333,0.000815861298041221,0.189716692748754
"D...16361",1000,1,"uniform","log_normal","quantile_7","gaussian",0.03039,0.0287299999999999,0.0318099999999718,0.0317400000000139,0.152351384533333,0.157722883733333,0.00101170063587558,0.180334569281803
"D...16362",1000,1,"uniform","log_normal","quantile_7","t",0.0282399999999999,0.03842,0.0279700000000184,0.0407000000000006,0.161478363133333,0.252947053533334,0.000949087775161064,0.113753338570058
"D...16363",1000,1,"uniform","log_normal","quantile_8","gaussian",0.044,0.05935,0.0437500000000079,0.062709999999954,0.279305023133333,0.707296492533333,0.000802365089401431,0.0741069141178049
"D...16364",1000,1,"uniform","log_normal","quantile_8","t",0.0266500000000001,0.05552,0.0281199999999839,0.0557400000000471,0.126560102233333,0.842100177233333,0.000810178505775396,0.672098039936952
"D...16365",1000,1,"uniform","log_normal","poly","gaussian",0.0303600000000001,0.06436,0.0326500000000251,0.067739999999941,0.147737451033333,0.836787460333333,0.0000994732536327861,0.0567552479485074
"D...16366",1000,1,"uniform","log_normal","poly","t",0.0333599999999999,0.06969,0.0360500000000111,0.0721300000000004,0.160185599633333,0.955934500633334,0.000098179257528906,0.0670608730785808
"D...16367",1000,1,"uniform","log_normal","akima","gaussian",0.04549,0.04637,0.0458599999999584,0.0446599999999983,0.700922750533333,0.350718417033333,0.000838614118457168,0.166926304006243
"D...16368",1000,1,"uniform","log_normal","akima","t",0.0376,0.03587,0.0431399999999987,0.0345099999999899,0.394809966433333,0.305537806433333,0.000853662278999063,0.102698377141566
"D...16369",1000,1,"uniform","beta","quantile_1","gaussian",0.02188,0.02456,0.0233500000000179,0.0247099999999762,0.100078517333333,0.0831319172333334,0.000980769071531117,0.00234440343553436
"D...16370",1000,1,"uniform","beta","quantile_1","t",0.04171,0.04275,0.0428800000000203,0.0451999999999776,0.262050817033333,0.419059235133334,0.000941758981002198,0.0026739218968165
"D...16371",1000,1,"uniform","beta","quantile_4","gaussian",0.04491,0.037,0.0420799999999998,0.0365799999999917,0.209546214733333,0.252051976333334,0.000804164329682437,0.00321580395116778
"D...16372",1000,1,"uniform","beta","quantile_4","t",0.02501,0.05565,0.0263899999999745,0.0584499999999334,0.107488104633333,0.904783181333333,0.000864561647738027,0.00215611089148602
"D...16373",1000,1,"uniform","beta","quantile_7","gaussian",0.04894,0.03737,0.0503599999999758,0.0380900000000026,0.398338795733333,0.244240153633333,0.000943308670723602,0.00278624206804404
"D...16374",1000,1,"uniform","beta","quantile_7","t",0.04104,0.0265299999999999,0.0412200000000095,0.0265099999999753,0.348498251733334,0.0880876477333333,0.000992370986087391,0.00197130871382688
"D...16375",1000,1,"uniform","beta","quantile_8","gaussian",0.03299,0.03676,0.0320600000000277,0.0367900000000201,0.200120921533333,0.182701227633333,0.000761610686688411,0.00154145025338206
"D...16376",1000,1,"uniform","beta","quantile_8","t",0.02996,0.03172,0.0339199999999891,0.0317900000000066,0.153712262633334,0.111878394533333,0.000776318895357274,0.0015117284180955
"D...16377",1000,1,"uniform","beta","poly","gaussian",0.0528599999999999,0.0575100000000001,0.0497400000000137,0.0554700000001043,0.794398401133333,1.12655800753333,0.000114718721924638,0.000724605019879982
"D...16378",1000,1,"uniform","beta","poly","t",0.0199199999999999,0.03267,0.0224199999999828,0.0321600000000039,0.0585692110333334,0.261763569833333,0.0000566127006639683,0.000745575138391163
"D...16379",1000,1,"uniform","beta","akima","gaussian",0.04245,0.04085,0.0422100000000032,0.040060000000005,0.187568151833333,0.443296820033334,0.000888389596103751,0.00196961372021456
"D...16380",1000,1,"uniform","beta","akima","t",0.03778,0.0508099999999999,0.037670000000004,0.0504599999999563,0.142839696333333,0.697068777533333,0.000898812623553836,0.00236203494216252
"D...16381",1000,1,"uniform","student_t","quantile_1","gaussian",0.04265,0.04586,0.0420600000000202,0.0453600000000027,0.343167198833333,0.240975818133333,0.000957655981240122,0.757312578753263
"D...16382",1000,1,"uniform","student_t","quantile_1","t",0.04086,0.0631900000000001,0.04169000000001,0.0635000000000199,0.363217239733334,0.727314661033334,0.00103943871656997,0.338767771297057
"D...16383",1000,1,"uniform","student_t","quantile_4","gaussian",0.02572,0.03973,0.0258300000000225,0.0390199999999992,0.114242096633333,0.398580002333333,0.000849314664903109,0.640592926469384
"D...16384",1000,1,"uniform","student_t","quantile_4","t",0.03718,0.05059,0.0372600000000053,0.0495099999999973,0.425563618533334,0.546506225433333,0.000875040130762134,0.421872320234131
"D...16385",1000,1,"uniform","student_t","quantile_7","gaussian",0.04728,0.0307,0.0485600000000332,0.0302399999999719,0.508808353933334,0.206706034433333,0.000989806687436488,0.358765512962481
"D...16386",1000,1,"uniform","student_t","quantile_7","t",0.05157,0.06124,0.0562900000000757,0.06096000000002,0.878717250333333,0.744421421233334,0.000976566781954489,0.850752566604625
"D...16387",1000,1,"uniform","student_t","quantile_8","gaussian",0.05529,0.05171,0.0543500000000164,0.050300000000002,0.872102464233334,0.449174647033333,0.00081707874611466,0.321465826063426
"D...16388",1000,1,"uniform","student_t","quantile_8","t",0.02391,0.05392,0.0187899999999801,0.0556800000000292,0.0829369343333333,0.519178737633333,0.000776768749227198,0.616972950750172
"D...16389",1000,1,"uniform","student_t","poly","gaussian",0.02501,0.09848,0.0287599999999916,0.0983599999999852,0.0983172558333333,2.52105273323333,0.000151133073499792,0.186879000252624
"D...16390",1000,1,"uniform","student_t","poly","t",0.03897,0.09116,0.0387800000000107,0.0872999999999663,0.430998704033333,1.30843823963333,0.0000972420804945589,0.0719390684622887
"D...16391",1000,1,"uniform","student_t","akima","gaussian",0.04563,0.02437,0.0473499999999801,0.0268799999999837,0.515100727733333,0.113362912533333,0.000840607987791239,1.22780732865439
"D...16392",1000,1,"uniform","student_t","akima","t",0.05228,0.03584,0.052710000000012,0.0357400000000086,0.330656810333334,0.212932654833333,0.000950944041614746,0.764646925502093
"D...16393",1000,1,"uniform","mixture1","quantile_1","gaussian",0.04665,0.0310100000000001,0.0453999999999982,0.0309800000000263,0.293254172333333,0.189744950433333,0.000969230290759664,0.0264925431041717
"D...16394",1000,1,"uniform","mixture1","quantile_1","t",0.0369900000000001,0.0537,0.0367299999999822,0.0525399999999614,0.191219198033333,0.587539512733333,0.00105484959742889,0.0238053229663662
"D...16395",1000,1,"uniform","mixture1","quantile_4","gaussian",0.04238,0.03004,0.0390300000000045,0.029489999999987,0.280799334133334,0.140536148233333,0.000786544275084717,0.0168370483297244
