"","target_corr_kendall","dataset","inv_cdf_type","s1","s2","tv1","tv2"
"57",-1,"airquality_df","poly",0.0924236781754025,0.029120780822989,0.18018018018018,0.144144144144144
"58",-1,"faithful_df","poly",0.00312226911467216,0.0355726524441955,0.106617647058824,0.0661764705882353
"59",-1,"ChickWeight_df","poly",0.404038123560342,0.0948172010961327,0.0657439446366782,0.0882352941176471
"60",-1,"diamonds_df","poly",0.00394715984720685,24.7624525368515,0.0650000000000001,0.0196000000000001
"61",-1,"trees_df","akima",0.0125166287742328,0.0294269483970801,0.193548387096774,0.290322580645161
"62",-1,"mtcars_df","akima",0.0629628499254908,0.244646277743709,0.21875,0.15625
"63",-1,"swiss_df","akima",0.088436996575991,0.0983727525223392,0.234042553191489,0.276595744680851
"64",-1,"rock_df","akima",15.2679920031428,8.51398747993302,0.166666666666667,0.1875
"65",-1,"USArrests_df","akima",0.0146676139981143,0.351352221873895,0.1,0.16
"66",-1,"iris_df","akima",0.00694003521289394,0.00946887261993208,0.106666666666667,0.226666666666667
"67",-1,"airquality_df","akima",0.40253831454174,0.0315537512434015,0.126126126126126,0.117117117117117
"68",-1,"faithful_df","akima",0.00775823366935774,0.0667364602934529,0.0661764705882353,0.0919117647058824
"69",-1,"ChickWeight_df","akima",0.926627219894305,0.00518260659690799,0.0536332179930796,0.102076124567474
"70",-1,"diamonds_df","akima",0.0356968791933564,34.0402030577739,0.0446,0.0132
"71",-0.9,"trees_df","quantile_1",0.131721360642513,0.203731284529441,0.225806451612903,0.225806451612903
"72",-0.9,"mtcars_df","quantile_1",0.222112998006155,2.97625815776113,0.25,0.09375
"73",-0.9,"swiss_df","quantile_1",0.54808871811623,0.673346507949868,0.170212765957447,0.170212765957447
"74",-0.9,"rock_df","quantile_1",92.0274498313642,43.3600668915838,0.229166666666667,0.166666666666667
"75",-0.9,"USArrests_df","quantile_1",0.12528190322115,2.52558368733633,0.18,0.12
"76",-0.9,"iris_df","quantile_1",0.0225398117395317,0.0163131180719091,0.12,0.0533333333333333
"77",-0.9,"airquality_df","quantile_1",0.745929029822783,0.1074034610211,0.0900900900900902,0.108108108108108
"78",-0.9,"faithful_df","quantile_1",0.0168088313502296,0.241895479996797,0.0661764705882353,0.0845588235294118
"79",-0.9,"ChickWeight_df","quantile_1",1.20687810119495,0.201593249477826,0.0346020761245674,0.0501730103806228
"80",-0.9,"diamonds_df","quantile_1",0.0436044520895471,30.9720933609652,0.0136,0.00980000000000003
"81",-0.9,"trees_df","quantile_4",0.022532068680458,0.0343280025245766,0.129032258064516,0.129032258064516
"82",-0.9,"mtcars_df","quantile_4",0.0357005702019798,0.550309367541291,0.21875,0.125
"83",-0.9,"swiss_df","quantile_4",0.109965400556338,0.141597142181762,0.170212765957447,0.0851063829787234
"84",-0.9,"rock_df","quantile_4",21.3781550151994,7.21832205733067,0.145833333333333,0.166666666666667
"85",-0.9,"USArrests_df","quantile_4",0.0195439452033463,0.40288206286849,0.0800000000000001,0.1
"86",-0.9,"iris_df","quantile_4",0.00704770689219058,0.00660714000244139,0.0599999999999999,0.0866666666666667
"87",-0.9,"airquality_df","quantile_4",0.422809586342382,0.0377878407279224,0.0630630630630631,0.0900900900900901
"88",-0.9,"faithful_df","quantile_4",0.00890271172087893,0.111800325489477,0.0588235294117647,0.0808823529411765
"89",-0.9,"ChickWeight_df","quantile_4",0.882548225641664,0.135488845146807,0.0294117647058822,0.027681660899654
"90",-0.9,"diamonds_df","quantile_4",0.0164612729490407,31.1599419854095,0.0174000000000001,0.0142
"91",-0.9,"trees_df","quantile_7",0.0109598912636119,0.0264511845430113,0.193548387096774,0.161290322580645
"92",-0.9,"mtcars_df","quantile_7",0.0296707843130326,0.450846009846244,0.1875,0.15625
"93",-0.9,"swiss_df","quantile_7",0.101048320515097,0.125220787782634,0.148936170212766,0.148936170212766
"94",-0.9,"rock_df","quantile_7",16.2609665261056,5.92332229165286,0.1875,0.166666666666667
"95",-0.9,"USArrests_df","quantile_7",0.0180757588837944,0.501145876491511,0.18,0.12
"96",-0.9,"iris_df","quantile_7",0.00745286139393492,0.00633819137424722,0.1,0.08
